label,text
neutral,"Рисунок смазан, материал на ощупь мне не понравился, хоть и хлопок"
negative,Заказ не пришёл! Спор закрыли! А я так ждала! И пусть всего 77 рублей-разочарование капитальное :((((
positive,"Пуховик отличный, очень теплый! 5ХL на Российский 56 размер. Очень красивый ,легкий, сшит качественно, ткань водоотталкивающая.Капюшон теплый , небольшого размера, не падает с головы и не наезжает на глаза.Фасон приталенный, талия появится даже у тех у кого ее нет. Молнии,кнопки и ""бегунки"" надежные. В Калининград пришел за три недели! Доставили курьером домой бесплатно. Товаром очень довольна,заказала еще другого цвета. Продавец очень внимательный и отзывчивый! Всем рекомендую!"
neutral,"По качеству нареканий нет, но гольная синтетика, цвет серый не очень, размер брала М - мне впритык по росту, внатяг - рост 164, вес 52. Слишком высокие вырезы для ног, подойдет под одежду только с высокой посадкой, из-под моих джинсов видно ("
positive,"Прекрасное качество, подошел идеально, специально взяла размер побольше, люблю стиль оверсайз. Плюсом подарочек- браслетик. Спасибо продавцу."
negative,"С чего начать... Не смотря на то, что они безразмерные, ощущение, что они делаются на буйволов. Почему? Да потому что ноги хрен пропихнёшь, а задница на 56 размер, блин, при этом на короткие ноги. И носить их из-за этого ппц не удобно! Ну хоть тёпленькие и на том спасибо. Недовольна."
positive,Большое спасибо продавцу за отклик на нашу просьбу к заказу
negative,Цвет темно синий без блеска На фото аквамарин В Реале простой тёмный синий цвет без перламутра Продавец вообще проигнорировал спор Алик тоже 300 рублей отказался возвращать Обидно Я такой тёмный цвет не заказала На фото блеск чуть есть из за вспышки Плюс что рукава норм длины
neutral,не очень!!
negative,"Отвратительное качество печати на футболке, очень нечеткий принт, надпись расплывается. Не рекомендую для покупки. С продавцом не общалась .доставка быстрая, на удивление."
negative,"Заказывали размер XXL, где длина рукава должна быть 60, а по факту 58 - короткие, сама длина заявлена 79, а по факту - 78см"
negative,"Товар не пришёл , открыла спор деньги ещё не вернули !"
neutral,Наполнение пухом не равномерно.Сверху его почти нет.
neutral,"платье не соответствует заявленному цвету,цвет отличается"
negative,заказ до сих пор не отправлен. прошло около месяца. прошу вернуть деньги! обман!
negative,"Очень маленькая, хотя размеры указаны нормальные. Спор отклонили."
positive,"Вроде все ОК. Лёгкая, тонкая, стёганная. Внутренние карманы тёплым материалом сделаны. Воротник отстёгивается. Продавец тянул долго время с отправкой. Такое сложилось ощущение, что после заказа только начали её шить. Потом дождались пока сшили, потом к ним поступила, потом только мне отправили. Затем дал трек номер, по которому была отмена отгрузки через 12 дней. После вопроса в чём дело, дал новый трек номер, но в системе его не исправлял. Новый номер сообщил просто в переписке и то, только после моего запроса. Соответственно посылка поступила уже после истечения 2-х месяцев. К куртке (или пальто) претензий нет. Есть претензии к срокам отгрузки и доставки. Поэтому 4 звезды ставлю."
neutral,"Синтетика 100%, аж блестит. Денег своих нестоит"
positive,"хорошо сделана футболка, пришла быстро."
positive,"Брюки подошли по размеру, на рост 170 см немного коротковаты, доставка быстрая - пришли за 10 дней, продавец сразу написал, что товар отправлен. Заказом довольна. Спасибо продавцу!!!"
positive,Хорошее качество. Материал очень приятный. Запаха нет. Не 46 размер заказала М. Отлично. Доставка недели за 2-3 до Ростов-на-Дону. Закажу ещё
negative,"это просто ужас, пришла на почту сказали что посылки нет, а в отслеживании высвечивается, что я его получила, отлично!!! и где платье фиг кто знает."
positive,"Блузка отличного качества, брала для школы дочери, села идеально .Доставка быстрая за 14 дн."
neutral,товар пришел очень долго.качество нормальное.
positive,"Кофта отличная, но на рост 175 коротки рукава, а так супер! Брала 2 кофты, сшиты аккуратно. До Москвы 3 недели"
negative,"заказала м на 87,65,95, там поместится 2 меня! я очень расстроена, носить не буду. заказ шел больше месяцп"
negative,Товар пришёл с дыркой огромной в кружеве. Затяжка ткани прямо по центру передней части топа((( зачем было отправлять заведомо бракованный товар клиенту???
positive,"Водолазка очень мягкая, отменное качество. Цвет глубоко синий. На 42-44 подошло супер. Спасибо продавцу и доставка в Ростов мега быстро!!!"
positive,свитер крутоой!!!
negative,Товар не пришел. Продавец не отвечает. Очень плохое отношение.
negative,не пришёл товар
positive,"Все отлично! Довольна заказом, большое спасибо продавцу! Напишу подробный обзор в своём блоге на iTao - https://ru.itao.com/u/972105526 и потом добавлю сюда"
positive,Доставили очень быстро. красивая теплая и удобная кофточка. еще и бусики в подарок. 5+. буду заказывать еще. Спасибо
positive,На 44 размер брала М. Сел идеально ха такие деньги костюм шикарный!
positive,Шикарные лосины. Полоски конечно напрягают но они тёплые и качество хорошее. Доставка супер быстрая За 2 недели. На мой размер м подошли хорошо.
neutral,После первой же стирки жутко скатался
negative,бесполезная тряпка вообще не держится сразу спадает
neutral,"Очень большой по размеру. И очень толстый и грубый. Первая вещь, которая не понравилась в этом магазине. Но я, наверное, ожидала, что он будет другим, поэтому и не понравилось. А к качеству претензий нет. Просто мне не подошло."
positive,"Отличный свитер, уже хочу заказать в другом цвете) Быстрая доставка. Продавца рекомендую"
negative,"Мошенник и кидала. Отменяет отправку. И говорит что б ждал. Сказал ему что через месяц влеплю диспут с последствиями., если не сделает отправку товара Месяц мне бредил про подождать, что он узнавал и товар надо ждать, куча теркинговых систем говорит что продавец отменил отправку, что даже в аккаунте статус отмена отправки его не интересовало, он думал прокатит. Не прокатило вот))) Теперь три товара - три диспута. Гарантия алиэкспресс сделала возврат даже не спрашивая его желания на основе предоставленных мной доказательств."
neutral,"Супербыстрая доставка -12дней.Трэк отслеживался полностью.Мягенькая,снаружи и внутри с коротким ворсом, как мягкая игрушка.Тёплая.Принят яркий и четкий. Но расстроила:в плечах широка.Обычно ношу s."
neutral,Долгая доставка
positive,"Рубашка пришла довольно быстро.Качество как цена ,хорошое. Рубашка просвечивает (белая).Я сама S заказал M рукава впритык ,но сидит хорошо. Трек не отслеживался. Покупкой довольна ."
positive,"Заказывала 11.11.17, отличная пижама. Люблю свободные пижамы!!!"
negative,"Очень плохая куртка!!! Утеплитель распределен неравномерно,куртка тонкая не для зимы. Пояс прошит плохо,где-то собирается,где-то нет,торчит кусок куртки,не прошитого изнутри пояса. Пришлось самой распарывать и прошивать. После первой стирки весь наполнитель собрался комками,куртка стала пустая! Брали со скидкой 1800 с чем-то,но и таких денег жалко. НЕ ПОКУПАЙТЕ,ОЧЕНЬ ПЛОХАЯ КУРТКА!!!! Жаль сразу не сфотографировала недочеты."
negative,наверное только мне так не повезло с заказом... товар не пришёл. обидно.
positive,Доставка три недели. Качество хорошее. Продавцу спасибо.
negative,"прошёл месяц товар так и проявлялся на отправке,вернули деньги, очень жаль"
positive,Не стоит этих денег. Синтетика.
negative,I sent the goods of a different color and to another addressee. I had to open a dispute and return the money.
negative,"Заказ был сделан 4 августа 2017,на данный момент 10 декабря - заказа нет,деньги не вернули.Не советую заказывать у этого продавца,да и вообще на этом сайте."
positive,"Приятная к телу, L на 42 свободно, так как хотела"
neutral,Цвет не соответствует и материал тоже. Очень много синтетики в составе. Цвет не бежевый а какой то персиковый. Не рекомендую за такую цену можно лучше найти
negative,"Безобразная куртка! Сшита без подклада ,все швы наружу-смотрится дешевкой .Очень маленький капюшон (буквально натягивается на голову как п*****в) .В груди вместо заявленных 132 см -122см. Специально искала с искусственным наполнителем,как и заявлено у продавца,однако на деле обычное перо,которое уже лезет ,а после стирки ,думаю придется выбросить. К сожалению не успела открыть спор. Кто тут 5 звезд ставил -они что на помойке родились?????"
negative,"Заказала платье в этом магазине. По срокам доставки претензий нет, пришло за две недели. Размер подошёл идеально. Но в описании было написано хлопок, а пришло непонятного качества на фото видно."
negative,"заказываю второй раз,недовольна тем,что во -первых не соответствует размерной сетке!!! во -вторых не в первый раз не во -второй не прорезаны петельки для пуговиц... А вторые ещё с поломанной молнией и больше на размер... не советую"
negative,Товар не пришёл.
neutral,"Качество товара просто бомба. А вот с размерчиком облом. На 48 русский xxl мал! Хотя по размерной сетке должно быть все в порядке. Халатик ещё куда не шло а вот ночнушка на ребёнка. Очень жаль. Скорее всего какая-то путаница произошла.... Открыла спор, вернули 10 долларов. Общайтесь с продавцом. Повтарюсь качество очень хорошее!!!!! Просто мне не повезло((("
negative,"Материал не тянется толком, из такого материала пижамы шьют, а не лосины, фигня полная, совсем не такие как на фото. Короткие ещё оказались:( Отстой! Я не довольна! Не берите:("
negative,"Платье пришло маленькое, качество не плохое"
positive,"качественная водолазка, коротковата слегка на рост 173, тянется хорошо, пришло быстро, буду заказывать еще"
positive,Продавец лучший
positive,very good
positive,Отличное качество! Спасибо продавцу!
negative,"Вот такая очень чистая кофта пришла мне!Мало того,что ещё цвет не такой как на картинке,дак ещё и грязная вся!и пахла отвратительно!очень не довольна продавцом,ждала очень долго,дак эта вся грязь ещё и не отстирывается!очень жаль."
negative,"Продавец очень долго не отправлял товар, открыла спор, чтобы вернули деньги. Спор закрыли, ни товара, ни денег. Продавца не советую"
negative,"голая синтетика, когда наэосить не понятно, вмороз очень холодно, вижару не дышит , очень жарко"
neutral,"Свитер в целом неплохой, но рукава коротковаты даже на мой небольшой рост 156 немного коротковато минус одну звезду и минус за рукав который с лёгкостью начал прям на мне расходиться."
positive,полиэстер. не очень сидит
negative,"Не советую заказывать.Лямки белого цвета,а не чёрного как на картинке.Очень просвечивает,тонкий шифон.Не понравился."
positive,"Курта до СПб шла около 3х недель. Качество супер! И размер подошёл. Продавец положил носочки в подарок , спасибо !;)"
negative,"жду уже с мая,до сих пор ни ответа на сообщения,ни товара,ни отслеживания,что уж говорить о возврате денег,в общем деньги в пустую"
negative,"Товар не пришел, 4 месяца мурыжили с возвратом средств, отвратительный продавец, лучше ничего тут не заказывайте!"
negative,"кофта так и не пришла, ждала очень долго. Продавец обманул, вместо кофты прислал брелок ужасный. После открытия спора вернул деньги."
neutral,"товар не пришёл к сожалению деньги вернули ,благодарчик"
negative,"Так и не дошла посылка , по треку вроде даже до города нашего доползла, но там и канула в небытие! Чья вина, хрен его знает, но товар не получен!!!"
positive,"Отличные зимние брюки. По фигуре сидят хорошо. Доставка быстрая, спасибо продавцу!"
positive,"Хорошие брюки. Без запаха. Все в точности соответствует описанию. На 42 размер S в облипочку,как я и хотела. Продавцу спасибо,буду ещё у него заказывать. После дополню отзыв,посмотрю,как они покажут себя в процессе использования."
neutral,"долго не отправлял (не было в наличие)... попросила в подарок пояс, за ожидание - продавец проигнорировал... доставка очень долгая - заказала 11.11, получила 30.12(( смотрится хорошо, но мех лезет!!! Так себе шубейка"
negative,"Я очень ждала эту заколку для волос, но срок вышел, а она мне так и не пришла... РАЗОЧАРОВАНА!"
neutral,"Товар шел очень долго. Пояса к платью не прилагается,лямки под пояс отрежу, ни к чему они . Материал стрейч по этому можно было гна размер поменьше взять на мой 44 брала М . Материал на первый взгляд не плохой, плотный. Летом можно будет как плащ носить."
neutral,Пошив жакета плохой.Верхний лацкан кармана торчит.Не могу оценить на 5-ку!
negative,"Шорты так и не пришли,открыла спор,но продавец попросил его закрыть уверив,что они в пути и я согласилась. Обидно,трэк не отслеживался"
negative,"заказываю во второй раз. в первый раз дошли за 1,5 недели, во второй шли месяц. в первый раз носила целый месяц, во второй раз и дня не приносила, как порвались! причем заказывала я во второй раз 2 пары, дна из которых уже дошла рваная. спор открыла, деньги так и не вернули."
negative,"Ужасно. Плохо обработанные швы, торчащая горловина, широченные рукава. Жаль потраченных денег."
neutral,"Не могу еще определиться нравится или нет. Сидит по размеру вроде, но спереди пузырится немного, как будто нужен небольшой животик, чтоб обтягивало как следует. При получении юбка была свернута от чего появились заломы, надеюсь смогу их разгладить, хоть для меня пока и загадка как это сделать с этим материалом. Цвет красивый, соответствует картинке."
neutral,"Очень долгая доставка. Посылка пришла на другое почтовое отделение. Ткань приятная к телу. А вот качество пошива ужасное. Швы не ровные, нитки торчат, пройма сильно сборит. Одеть можно только под пиджак. Поэтому только троечка и то с натягом."
negative,ни чего не дошло. трэк не отслеживался
neutral,"Не оправдало мои ожидания и большевато размер s, свободная, легкая"
positive,"Товар хороший, спасибо продавцу"
neutral,"Товар не пришёл , вернули деньги"
negative,Товар не пришёл. Продавец продлевал защиту. Спустя 3 месяца по спору деньги вернул
negative,К сожалению не успела вернуть деньги. (Не отследила защиту покупателя) товар так и не пришёл.((
negative,какой может быть отзыв если я не получила товар и спор открыть не могу ОЧЕНЬ ПЛОХО наверно выслали кому то другому
neutral,"Очень тонкий материал, как на нижнее белье..."
positive,"спасибо! товар хороший, только размер маленький. у меня 44 размер,но м маленькая. надо было брать л."
neutral,"Долго думала, покупать или нет, на картинке выглядит интересно. Решила купить и сильно пожалела, увы. Белая блуза достаточно сильно просвечивает, видно загиб ткани вдоль выреза ворота, что очень дешевит вид. Майки под шёлк за 250 р. лучше выглядят, чем это. На фото продавца материал выглядит плотнее. Сама модель интересная, но на мою фигуру с формами села плохо, выглядит мешковато, увеличила плечи и сделала их более покатыми."
neutral,образец и сам товар не соответствуют даже по цвету .
positive,"качество отличное!нитки не торчат,все швы аккуратные,ткань плотная.мне очень понравились.цвет как на фото! с продавцом не общалась,т.к. товар отправили быстро и пришел в Москву за 2,5 недели."
neutral,Свитер на 46-48 размер подошел идеально. Пряжа по качеству похожа на деревенскую. Имеет неприятный синтетический запах. Пришлось сразу стирать. Соответствует цене. На фото смотрится лучше.
positive,"Качество просто отличное. Заказ прибыл быстро. Жаль только, что нет никаких этикеток."
positive,"заказ пришел быстро. во время стирки линяют. технический запах плохо выветривается. но колготки теплые и удобные. подходят как для длинных ног, так и для полных."
negative,"материал ужасный.в жару потеешь в холод продувает.по размеру подошли.у меня 46,заказала М"
negative,"Ужасный свитер, растянулся прямо во время примерки во все стороны, в локтях, после и в рукавах, размера до 50го. Заказывала xs, пришел с правильной маркировкой xs, по замерам шире в груди на 4см, длиннее на 3см! Ношу российский 42, понятно что он мне гигантский! Пришел влажный! На работу такое не наденешь. После первой стирки распустились ниточки прямо в полотне спереди, покрылся катышками, хотя стирала в мешке для стирки! В подарок положили резинку для волос. Лучше бы размеры правильно отшивали. Своих денег не стоит."
positive,"Заказом в целом довольна. Но смотрятся на мне ужасно. Точно не как на модели (возможно это из-за роста). Ожидала одно но пришло другое ( виновата сама, в комментариях было четко написанно, что ""брюки"" смотрятся как трико, которое ты стащил у папы). В щиколотке они узкие, а в ляжках широкие. Материал не очень, но продавец не скрывал. А так прекрасные штаны, пошив ровный, фабричный. Лампасы из искусственной кожи, с подкладом на внутренней стороне. Мой рост 160 О.Т 57. Бедра не скажу, не помню. Но могу сказать что попа у меня маленькая , и штаны именно это и подчеркивают."
positive,"Очень тоненькие, но сидят хорошо рекомендую"
negative,Товар не пришёл. Продавец без вопросов вернул деньги. Спасибо
neutral,Шли долго
neutral,"Товар не пришёл, деньги вернули"
negative,"Ждали более 100 дней,продавец каждый месяц продлевал защиту.Товар не отслеживался ,ну подумал ладно не страшно.В итоге товар так и не пришел.Но самое интересное что продавец просит еще дать ему 4 недели,и не даёт ни каких гарантий,что товар придёт,я считаю это вообще наглостью. И вернули только часть стоимости от товара,я вообще был в Шоке от Администрации Алли,как они решили этот спор."
positive,"Заказ пришел быстро, размер соответствует, качеством довольна."
positive,"пришли за месяц. трек отслеживался частично. качество хорошее. но большемерят. заказала самые маленькие s, они на 44-46"
neutral,"ну такое себе,халат какой-то,не советую брать"
neutral,"Наклейка кривая, длина не везде одинаковая, очень короткая"
positive,"Спасибо продавцу, что помог выбрать размер. Всё подошло."
neutral,"качество самих джинсов нормальное,но разочаровала сломаная молния"
neutral,"размер не соответствует заявленному, к сожалению. при талии 74, бедра 92 XXL с трудом натянулся, на рост 175 длина штанины на 7 см выше щиколотки, когда я стою, если попытаться в них сесть... ну, вы поняли))) да и трек номер, отправленный для отслеживания изначально не соответствовал. очень разочарована, увы"
neutral,"Платье пришло ни в том цвете,рисунок тоже не совпадает, что я заказывала и по размеру S велико на 44р. Продавец вернул большую часть стоимости платья.Доставка быстрая.Трек-номер отслеживался"
positive,"Заказ пришел быстро. Курточка легкая, достаточно тонкая. Но дизайн и копюшон все скрашивает. Повелась на отзывы и заказала на 42-44 рос. S, надо было как и хотела М заказывать. А подумала и закажу лучше L. Слишком впритык. А я приверженец свободного стиля. Подарю эту куртку племяннице на весну. Очень растроилась, так ждала ее. Но сама виновата, а так и продавца и куртку рекомендую."
neutral,синтетика
negative,не добросовестный продавец!!!!!!!!!!!
positive,"заказ сделала 10.10.17г. на почту прибыл уже 26.10.17г. Заказом довольна, нет никаких запахов, нитки не торчат, все по размеру, 4 хл на российский 50-52 размер. Всем советую этого продавца, обязательно закажу ещё!"
negative,"трек не отслеживался. Решила забить на это, и просто ждала, пока юбка придет, но в итоге, время защиты покупателя истекло, а мой заказ, похоже, уехал в другое место. Отчасти сама виновата, но что поделать."
negative,"Товар Не пришёл. Продавец ответил, что это по вине транспортной компании, отправил мне ещё раз- но так ничего и не пришло((("
negative,"Качество за такую стоимость не лучшее, расстроена заказом."
negative,Так и не дождалась заказа...Через 2 месяца ожидания открыла спор на полный возврат денежных средств...
neutral,слишком тонкая ткань. размер не соответствует
neutral,"размеры маек очень некорректно отображены в размерной сетке .майки короткие и широкие . подойдут только на низких и полных девушек . материал вискоза , по пошиву претензий нет ."
neutral,Трикотаж одноразовый. Скатывается моментально. Размер-соответствует.
neutral,ПОСЫЛКА ПРИШЛА БЫСТРО. КОФТА XL ПОДХОДИТ НАС 44 РОС. РАЗМЕР. ЕСТЬ СИЛЬНЫЙ ЗАПАХ.ЗА БЫСТРОТУ СПАСИБО.
positive,хорошая рубашка. заказом довольная
negative,товар шёл очень долго. пришёл на два размера меньше. верните деньги. очень недовольна. а ещё говорят что очень хороший магазин
neutral,Товар очень долго шел и качество мне лично не понравилось
negative,"сшито непонятно на кого,наверно на лошадь"
neutral,Ужасная синтетика!!!!!
neutral,"Синтетика, смотреься не очень"
neutral,"юбка пришла в другом цвете, по длине коротковата конечно, на рост не выше 160"
negative,товар не соответствует фотографии вообще. не покупайте
neutral,"Заказала 15 мая,мой заказ так и не пришёл.Открыла спор и споп выиграла я. Но уже прошла неделя,а деньги так и не возвращаются. :с"
negative,"заказ НЕ получила((продавец долго кормил обещаниями,прислал не мой трек и я открыла спор т.к. по этому треку посылка была получена в другом городе,мой трек он прислал только после открытия мною спора.в итоге вернули мои деньги, товара так я и не дождалась((самый ужасный продавец впреть заказы у него делать не буду,осадок неприятный остался,НЕ рекомендую."
positive,"В описании указаны только кашемир и шерсть, но тут есть что-то еще. В составе на бирке три строки. Все описание только на китайском, даже на английском нет, поэтому что там на самом деле не известно. До Ярославля посылка шла месяц."
neutral,Посылка шла не долго. Не маломерки. Внутри мягкие. Цвет не такой как ожидала. Грязно розовый. Как будто полинял.
positive,"Очень приятный на ощупь, качественный, сел по фигуре, на свой S взяла M. Довольна. Состав не известен, на китайском указаны пропорции из трех составляющих. Но шерсть точно присутствует, свитер немного колется."
neutral,"Очень тонкий материал,можно носить как подюпник не больше"
positive,"очень быстро пришел заказ.Костюм как на фото!!!Толстовка подошла идеально,а брюки видеокарты,но у меня так и есть,верх 48-50,а низ 44-46"
negative,Пришли с дырочкой !
neutral,пошив ужасный. пройма широкая. модель вообще бесформенная. ткань не дышит синтетика
neutral,"Я в шоке.Такого говна я давно не видела...Заказала 20.10,получила 15.11. Ощущение,как заказала,сшили по-быстрому и отправили.Все косяки на фото видны.Рукава косые,размер не понятен,рукав жмёт,на талии не застегнула.И швы все наруже.Ужас.И кстати,у меня на бирке не Зара.Покупала за 519р.Жаль много фото не сделать,много косяков."
positive,Отличная пижама и заказ пришел достаточно быстро.
positive,"Качество хорошее, только нитки под мышкой по шву торчат пришитые."
positive,"Платье очень хорошее, осталась не довольна доставкой , я заказала 2 платья, продавец выслал только одно сначала , дал неправильный трек и только после того , как я открыла спор, он прислал правильный трек и выслал второе платье"
positive,Немного великоваты!
negative,"не соответствие с картинкой:ткань дешевая, просвет ( нитки торчат и размер-маломер("
negative,"Посылки нет уже 3 месяца.Продавец уверяла ,что в пути.Номер не отслеживался.Открыла спор.Продавец просил закрыть.Вмешалась служба алиэкспресс.Они решили вернуть мне деньги.Поэтому ни одной звезды."
neutral,посылка так и не пришла. мне очень жаль.
negative,"Думала брюки будут либо тянутся либо из обычной ткани , но получилось , что они и не туда , и не сюда ! Материал ужасный синтетика! Не советую"
negative,"я поставила одну звезду, потому что без нее нельзя написать отзыв. заказала юбку два месяца назад, она не двигалась с места полтора месяца, пока я не открыла спор (а заявленная доставка две недели). продавец кормил обещаниями, что юбка скоро придет, если что, мы сразу вернём деньги. спор был открыт две недели, денег я так и не увидела. сама юбка довольно хорошая и подошла по размеру, приятная к телу и хорошо тянется, но впечатление испорчено доставкой и отношением продавца. в общем, минус звезда за отношение продавца, минус за доставку, минус за невозврат денег и минус за испорченное впечатление​, итого одна звезда за возможность написать отзыв и саму юбку"
positive,"Товар пришёл без повреждений. Если у вас рост больше 170 см ,не стоит их брать"
negative,"Ужс просто ткань херня полная,закатывается будете заказывать один размер а придет на размер больше я бы даже и 50 руб не отдала,за эту кофту,ваняяет носками протухшами фууу помятая,ну просто нет слов закажите другую кофту за 300 руб чем эту тряпку половую"
negative,"Доставка быстрая. Брюки не соответствуют размеру. В бедрах в самый раз, в ногах как лосины. Длина до щиколотки при росте 166 см. Носить их не буду. Крайне не довольна."
positive,"Отличн ое качество,плотные.Доченьке очень нравятся,ее рост 169,подошли.Только вместо 2х пар прислали одну."
neutral,не очень
positive,"Всё просто супер,спасибо продавцу.Пришёл заказ быстро,комбинашка классная,все строчки ровные,нитки не торчат,очень красивая.По размеру подошла идеальна. Мои параметры ог 105см от 88 об105.Всё хорошо."
negative,"на картинке выглядит чуть лучше, чем в действительности. размерная сетка тоже не соответствует описанию. взяла L на грудь 90 и талию 70- сильно велик, можно было смело брать м"
negative,Покупала в школу на 1сентября. Стирала всего три раза но ткань уже пошла катышками. Стирала Лаской.Очень жаль потраченных денег.
neutral,"Непонятное какое-то платье. Широкие рукава, само не понятное. Я брала его носить под курткой. Вот и вышло, что только так и носить. Цвет красивый, но на этом всё закончилось. Надеюсь не подведёт в плане тепла."
positive,"Люблю этот магазин, люблю этого продавца!! Поздно заказала, но хотела получить до НГ. Продавец умничка-по моей просьбе быстро отправил, посылка долетела за две недели!!!! Я просто счастлива!!! Платье бомбическое, купила с купоном за 10$, да еще кэшбек 2$ вернули, в общем такое классное платье по сути за копейки. Спасибо и еще раз спасибо!!!!!"
neutral,Качество так себе
negative,ни денег ни товара не заказывайте у этого продавца!!!
positive,"клёвое. цвет супер, размер подошел. рост 178,вес 75"
neutral,размер 2xxl максимум на 44
neutral,"Мне пришел один чулок с дыркой . И вообще сидят они плохо , не смотря на то что у меня размер 42 . Как колбаса в сетку ."
negative,"Не рекомендую брать. Ужасное качество по неоправданно высокой цене! Какая же это куртка/пальто из флиса? Кофтенка из застиранных элементов, напоминающих ""комочки шерсти"", раз с ушками на капюшоне :) Рукава короткие, застегивается на булавки...""Сшили из того, что было, или по сусекам наскребли, и запахнули на швейные булавки, как во времена дефицита на пуговицы""... Не тратьте деньги. А ждать ну просто задолбаетесь, кто в Москве живет. 10 кругов ада проходит эта вещь ради Вашего расстройства в конце. Ох и ах как расстроена! :("
